SCRIPT	# 絶対書く
	PARTSSET		# パーツ番号[88]
		INDEX = 88					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 15.00 0.00 370.00		# 位置
		ROT = 0.00 45.50 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[89]
		INDEX = 89					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 160.00 0.00 410.00		# 位置
		ROT = 0.00 46.30 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[90]
		INDEX = 90					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 45.00 0.00 495.00		# 位置
		ROT = 0.00 46.98 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[91]
		INDEX = 91					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -100.00 0.00 605.00		# 位置
		ROT = 0.00 48.58 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[92]
		INDEX = 92					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -65.00 0.00 325.00		# 位置
		ROT = 0.00 51.28 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[93]
		INDEX = 93					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -205.00 0.00 -155.00		# 位置
		ROT = 0.00 54.86 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[94]
		INDEX = 94					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -120.00 0.00 -235.00		# 位置
		ROT = 0.00 56.56 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[95]
		INDEX = 95					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 135.00 0.00 540.00		# 位置
		ROT = 0.00 58.60 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[96]
		INDEX = 96					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 265.00 0.00 480.00		# 位置
		ROT = 0.00 56.88 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[97]
		INDEX = 97					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 325.00 0.00 360.00		# 位置
		ROT = 0.00 55.92 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[98]
		INDEX = 98					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 525.00 0.00 430.00		# 位置
		ROT = 0.00 55.08 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[99]
		INDEX = 99					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 450.00 0.00 430.00		# 位置
		ROT = 0.00 54.26 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[100]
		INDEX = 100					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 385.00 0.00 395.00		# 位置
		ROT = 0.00 52.40 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[101]
		INDEX = 101					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 210.00 0.00 540.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[102]
		INDEX = 102					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 365.00 0.00 540.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[103]
		INDEX = 103					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 495.00 0.00 540.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[104]
		INDEX = 104					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 605.00 0.00 540.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[105]
		INDEX = 105					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 630.00 0.00 450.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[106]
		INDEX = 106					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 570.00 0.00 335.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[107]
		INDEX = 107					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 670.00 0.00 375.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[108]
		INDEX = 108					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 715.00 0.00 465.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[109]
		INDEX = 109					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 815.00 0.00 390.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[110]
		INDEX = 110					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 770.00 0.00 355.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[111]
		INDEX = 111					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 825.00 0.00 290.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[112]
		INDEX = 112					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 225.00 0.00 -470.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[113]
		INDEX = 113					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 305.00 0.00 -495.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[114]
		INDEX = 114					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 240.00 0.00 -545.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[115]
		INDEX = 115					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 365.00 0.00 -545.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[116]
		INDEX = 116					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 330.00 0.00 -390.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[117]
		INDEX = 117					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 425.00 0.00 -420.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[118]
		INDEX = 118					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 530.00 0.00 -510.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[119]
		INDEX = 119					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 465.00 0.00 -470.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[120]
		INDEX = 120					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 565.00 0.00 -410.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[121]
		INDEX = 121					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 690.00 0.00 -485.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[122]
		INDEX = 122					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 455.00 0.00 -570.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[123]
		INDEX = 123					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 610.00 0.00 -570.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[124]
		INDEX = 124					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 680.00 0.00 -410.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[125]
		INDEX = 125					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 950.00 0.00 200.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[126]
		INDEX = 126					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 845.00 0.00 185.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[127]
		INDEX = 127					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 885.00 0.00 85.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[128]
		INDEX = 128					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 940.00 0.00 -10.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[129]
		INDEX = 129					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 770.00 0.00 -55.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[130]
		INDEX = 130					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 870.00 0.00 -105.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[131]
		INDEX = 131					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 975.00 0.00 -210.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[132]
		INDEX = 132					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 840.00 0.00 -225.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[133]
		INDEX = 133					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 780.00 0.00 -225.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[134]
		INDEX = 134					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 910.00 0.00 -310.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[135]
		INDEX = 135					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 825.00 0.00 -430.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[136]
		INDEX = 136					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 725.00 0.00 -375.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[137]
		INDEX = 137					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 775.00 0.00 -325.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[138]
		INDEX = 138					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 745.00 0.00 -540.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[139]
		INDEX = 139					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 845.00 0.00 -510.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[140]
		INDEX = 140					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 925.00 0.00 -425.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[141]
		INDEX = 141					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 1010.00 0.00 -320.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[142]
		INDEX = 142					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 1030.00 0.00 -100.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[143]
		INDEX = 143					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 985.00 0.00 30.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[144]
		INDEX = 144					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 1025.00 0.00 105.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[145]
		INDEX = 145					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 900.00 0.00 320.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[146]
		INDEX = 146					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 815.00 0.00 65.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[147]
		INDEX = 147					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 795.00 0.00 -140.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[148]
		INDEX = 148					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 755.00 0.00 220.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[149]
		INDEX = 149					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 665.00 0.00 285.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[150]
		INDEX = 150					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 455.00 0.00 335.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[151]
		INDEX = 151					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 240.00 0.00 345.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[152]
		INDEX = 152					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 135.00 0.00 280.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[153]
		INDEX = 153					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 40.00 0.00 280.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[154]
		INDEX = 154					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -10.00 0.00 -250.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[155]
		INDEX = 155					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 480.00 0.00 -375.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[156]
		INDEX = 156					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 620.00 0.00 -340.00		# 位置
		ROT = 0.00 47.62 0.00		# 向き
	END_PARTSSET

END_CHARACTERSET	# キャラクター設定終了

END_SCRIPT	# 絶対書く
